text,label
TeRuCi Sumbar Salurkan Bantuan Korban Banjir Bandang di Solsel Puluhan unit kendaraan Terios dan Rust yang tergabung dengan kelompok TeRuCi Chaperendang Sumbar mengunjungi korban bencana banjir ,non-eyewitness
PKPU Sumbar Berikan Trauma Healing pada Anak Korban Bencana Solsel Relawan Pos Keadilan Peduli Ummat PKPU Human Initiative Sumatra Barat hadir di tengah tengah pengungsi bencana banjir ,non-eyewitness
Tembus Daerah Tersulit PMI Salurkan Bantuan Korban Bencana di Solsel Palang Merah Indonesia PMI Sumatera Barat bersama PMI Solok Selatan tembus lokasi bencana banjir bandang yang tersulit ,non-eyewitness
Bencana meteorologi banjir kekeringan dan topan badai ,non-eyewitness
Press Release Bencana Rokan Hulu ROHUL BEM FISIP Nakhoda Perubahan Ikuti Car Free Day CFD untuk Galang Dana Pekanbaru BEM FISIP bersama sama keliling area Car Free Day CFD guna penggalangan dana untuk korban bencana banjir Rokan Hulu Riau ,non-eyewitness
Laporan Bencana Banjir di Daerah Besut Jln FT Seberang Jerteh ke Sempadan Kelantan Kg Lampu Kg Gong Kedak dan Kg Nangka ditutup untuk kenderaan ringan ,non-eyewitness
Rakyat Pantai Timur bakal berhadapan Ujian kemungkinan Bencana Banjir Terdahulu Kerajaan bawah tadbiran BN telah diuji kini masanya Kerajaan Rakyat PH akan ambil alih siapsiaga menghadapi Bencana Diperingkat ,non-eyewitness
Hanafiah Mat minta semua mangsa banjir bersabar dan mengikuti arahan yang dikeluarkan pihak jawatankuasa pengurusan bencana ,non-eyewitness
Laporan Bencana Banjir di Daerah Besut Jln T Jerteh ke Keruak Kg Batu ditutup untuk semua kenderaan ,non-eyewitness
Laporan Bencana Banjir di Daerah Besut Jln FT K Trg ke Kota Bharu Kg Padang Landak di tutup lorong sebelah kiri untuk semua kenderaan ,non-eyewitness
Waspada Hadapi Bencana Banjir MB Terengganu ,non-eyewitness
Laporan Bencana Banjir di Daerah Besut Masa Jln Kg Jerubun ditutup kepada kenderaan ringan ,non-eyewitness
Bantu Korban Banjir di Kabupaten Solok Selatan Indosat Siagakan Mobil Klinik di Kecamatan Bencana banjir yang terjadi di beberapa kecamatan di ,non-eyewitness
Laporan Bencana Banjir di Daerah Besut Masa Jln Kg Lampu ditutup kepada kenderaan ringan ,non-eyewitness
Bencana Dalam kajian saya Orang Islam melaksanakan solat hajat memohon diturunkan banjir surut dan hujan berhenti adalah sebahagian daripada psychology coping ,non-eyewitness
Bila buka fb ramai kawan kawan yang sedang mengalami bencana banjir Semoga dipermudahkan urusan korang semua Stay safe,non-eyewitness
Pemprov Sumbar Serahkan Bantuan Rp Juta untuk Korban Galodo Solsel Pemerintah Provinsi Sumatera Barat menyerahkan bantuan bagi korban bencana banjir bandang dan longsor yang ,non-eyewitness
Bantuan Bagi Warga Terdampak Bencana Banjir Bandang Solok Selatan Mengalir ,non-eyewitness
Banjir Redam Ratusan Rumah di Karawang ,non-eyewitness
Operasi tanggap darurat bencana PMI banjir bandang golodo di kab agam dan kab solok selatan melaksanakan amanah negara UU No dan mandat gerakan internasional palang merah dan bulan sabit merah ,non-eyewitness
 Ratusan Kalamullah yang terrendam banjir bandang hampir meter tahun lalu di Pacitan salah satu momen ini menjadi cikal terbentuknya TEAM TANGGAP BENCANA WIIS BERKIPRAHLAH TIADA KATA LELAH ,non-eyewitness
BNPB Kirim Bantuan Senilai Rp Juta untuk Warga Terdampak Bencana Banjir Bandang Solok Selatan Badan Nasional Penanggulangan ,non-eyewitness
Bantuan Bagi Korban Bencana Banjir Solok Selatan Mulai Mengalir Badan Nasional Penanggulangan Bencana BNPB melalui ,non-eyewitness
BNPB Terus Kirim Tambahan Bantuan untuk Korban Banjir Bandang Solok Selatan Badan Nasional Penanggulangan Bencana BNPB terus mengirimkan bantuan kepada para ,non-eyewitness
kecamatan di Karawang dilanda banjir ANTARA News Jawa Barat ,non-eyewitness
Kita doakan semoga seluruh mangsa banjir dilindungi daripada Bala bencana amin ,non-eyewitness
Jakarta banjir cianjur gimana ,non-eyewitness
Berita di awal Tahun banjir melanda jakarta dan bekasi Semoga bisa cepat surut kembali ,non-eyewitness
Awal hr ini jkt dihadiahi dengan banjir Mantaaaaap,non-eyewitness
Tabalong banjir Semoga cepat surut ,non-eyewitness
Tetap waspada sahabat PRB yg ada di Jabodetabek sekitarnya karena hujan dari kemarin sore masih awet ada potensi genangan banjir di beberapa titik Mari cek di aplikasi personal mu Koordinasi dan informasikan kondisi genangan diwilayahmu dengan petugas di BPBD terdekat,non-eyewitness
Jakarta banjir Cianjur gimana mau pulang kampung nih besok ,non-eyewitness
Memasuki awal tahun Jakarta ku banjir ,non-eyewitness
Banjir Bengkulu Menelan Korban Jiwa ,non-eyewitness
Lagi sarapan bersama terus ditelpon tetangga di jatiwaringin Katanya rumah kami terendam banjir Auto semua pusing,non-eyewitness
Semoga warga yang terkena dampak banjir selalu diberi ketabahan,non-eyewitness
Hujan lebat banjir terjadi di sejumlah wilayah di Jakarta ANTARA News Jawa Barat ,non-eyewitness
Hujan memang merata diseluruh wilayah Jawa Barat Banten DKI Jadi wajar saja klo banjir ,non-eyewitness
Perumahan Mutiara Gading Timur terisolir banjir ,non-eyewitness
Innalillahi thn di buka dgn Banjir di mana ,non-eyewitness
 Jakarta Banjir di Hari Pertama Streaming Breaking News ,non-eyewitness
Dapat kabar kalo rumah nenek dan sodara teredam banjir di Chandra auto jdi ga enak buat jalan ,non-eyewitness
ini jabodetabek pada banjir semuaa,non-eyewitness
Awal tahun Jakarta sudah mendapat hadiah banjir semoga ini bukan tanda tahun tahun bencana Karena hujan itu merupakan Rahmat sehingga semoga tahun menjadi tahun yg penuh keberkahan,non-eyewitness
 Info Kp Bulak Semanan Rt Rw Kel Semanan Kalideres Jakbar banjir setinggi dada orang dewasa,non-eyewitness
Sungguh lelap sampe ga kebangun ditelponin orang rumah gara jalanan ke stasiun pada banjir ,non-eyewitness
 gimana nih Amankah Bekasi katanya banjir di mana ,non-eyewitness
Ratusan Rumah di Belitung Terendam Banjir ,non-eyewitness
Semoga cepat dibantu sodara sayah di Bekasi Galaksi juga banjir ,non-eyewitness
Banjir Bengkulu Ribu Warga Mengungsi Orang Meninggal ,non-eyewitness
Buat yg di Jakarta terkena banjir mohon bersabar dan semoga diberikan ketabahan dalam menjalaninya Dan juga lebih bersabar lagi kurang tahun siDIA ,non-eyewitness
Innalilahi wainna ilayihi rojiun Turut berdukacita yg dalam atas musibah banjir lonsor Bengkulu ,non-eyewitness
Banjir Bengkulu Pertamina Terus Upayakan Distribusi ke SPBU ,non-eyewitness
Lagi ditinggal liburan bentar Jakarta banjir Apa kabar kasurku bantalku bonekaku laptopku bajuku kulkas yaallah ,non-eyewitness
Hujan lebat dan banjir di beberapa titik ,non-eyewitness
Banjir Jakarta Ribuan Warga Mengungsi ,non-eyewitness
Bangun di fotoin komplek rumah kerendem banjir tinggi ,non-eyewitness
Info penampungan Pengungsi Banjir Masjid Nuur Alaa Nuur Bagi yang ingin berdonasi makanan cepat saji matang ke pengungsi disini bisa kirim langsung ke lokasi di Masjid Nuur Alaa Nuur MasNAN ,non-eyewitness
Intensitas Hujan Tinggi Buat Sungai Meluap Desa di Sigi Diterjang Banjir via ,non-eyewitness
Banjir makin tinggi sepaha BHP kelurahan dukuh kecamatan kramat jati jakarta timur Masih hujan deras ,non-eyewitness
Ratusan Rumah di Belitung Terendam Banjir Petugas Evakuasi Ibu Hamil ,non-eyewitness
Berita Banjir Landa Kawasan Jakarta Membuat Tagar AniesDimana Sempat Merajai ,non-eyewitness
Tanjung Tabalong banjir besar Semoga bencananya cepat berlalu ,non-eyewitness
Kemang banjir ek Tp ini gue di rumah kakak gue di kodau ,non-eyewitness
yAALLAH AK LG D RUMAH SODARA D RMH AK BANJIR SMPE MASUK LEPTOP SM TAS SEKULA KU BASAH YARABB HUHU GMN NI HUHU LEPTOP GUA ANJENGGGGGGGGGG MANA CORE BAKAL MAHAL KLO RUSAK,non-eyewitness
Gk cuman jakarta mas yg banjir semua daerah sampe ke cipali mudahan dgn adanya banjir ini cebong pada hanyut ya ,non-eyewitness
banyak yang banjir Mana gede bgt takut ada yg roboh,non-eyewitness
Banjir Bengkulu Pertamina Optimalkan Distribusi BBM dan Elpiji ,non-eyewitness
Krg tau ya klo delima Yg psti depan pasar kopro jl manggis tanjung duren barat banjir smua ,non-eyewitness
Dapat info dari tetangga rumah di Whats App Komplek Perumahanku banjir Sudah beberapa tahun tak seperti ini banjir kembali datang ,non-eyewitness
Hujan Deras Sejak Jumat Bengkulu Dikepung Banjir dan Longsor ,non-eyewitness
Orang Meninggal dan Jiwa Mengungsi Akibat Banjir di Wilayah Jakarta ,non-eyewitness
Skrng amuntai dpt banjir kiriman dari tanjung,non-eyewitness
Sebanyak ribu warga di Bengkulu jadi korban banjir longsor Data sementara orang tewas dan orang hilang akibat banjir di wilayah Bengkulu ,non-eyewitness
Hujan deras yang mengguyur Jakarta sejak Selasa sore hingga Rabu membuat sebagian wilayah ibu kota terendam banjir ,non-eyewitness
Perumnas III Bekasi timur dan sekitar nya banjir Lumpuh total,non-eyewitness
Kawasan Industri Pulogadung Terendam Banjir ,non-eyewitness
Saat Alloh mentakdirkan hujan Jan dan banjir di hampir seluruh Jakarta artinya harus belajar lagi memahami nikmat mana yang engkau ingkari ,non-eyewitness
Tahun Baru di Jkt disambut dgn hujan deras dan banjir ,non-eyewitness
Bekasi Jakarta banjir mari cabut kabur balik Semarang wkwk,non-eyewitness
Bogor udah jam nonstop ujan terus dan ujannya ga cm gerimis tp ujan yg lumayan gede gt Bahkan dini hari td ujannya deras bgt Ini jkt banjir ga ya,non-eyewitness
Iya mungkin bbrp banjir soalnya ujannya lumayan deres sih dari semalem,non-eyewitness
Banjir yang melanda kawasan pesisir Kabupaten Tangerang Banten akibat meluapnya Sungai Cisadane di Kecamatan Teluknaga menyisakan lumpur yang masuk ke rumah warga setempat ,non-eyewitness
 cm di Jl Gerbang Pemuda Senayan bagi kendaraan sejenis sedan dihimbau agar tidak melintas ,non-eyewitness
Korban Tewas Banjir Bengkulu Bertambah Jadi Orang ,non-eyewitness
Yang daerah nya kena banjir semoga cepet surut ya,non-eyewitness
Eh heri banjir anjir sebekasi keknya,non-eyewitness
besok udah balik jakarta loh semoga gada banjir ,non-eyewitness
Jakarta Terendam Banjir ,non-eyewitness
kasian ih naroggong rawalumbu pd banjir,non-eyewitness
Banjir yang melanda Kampung Melayu mulai berangsur surut Sabtu sore ,non-eyewitness
Selamat menikmati banjir dan awla thn ,non-eyewitness
Wkakakakak rawalumbu narogong banjir Beb Untung komplek ku elit ,non-eyewitness
Coba dong pada apdet banjir nya,non-eyewitness
Mohon perhatian Kompleks Bermis Kelapa Gading Jakarta Utara banjir Januari ,non-eyewitness
mantep kan hari pertama Jakarta banjir ,non-eyewitness
Orang Meninggal Dunia dan Mengungsi Akibat Banjir di Jakarta ,non-eyewitness
cuma berharap bogor jangan banjir biar jakarta baik aja,non-eyewitness
kasian temen temen aku bangun rmhnya pd banjir kok bnyk bgt si yg kebanjiran smpe trending,non-eyewitness
banjir mah kaga tp ini kamar gue bochor jadi becek yaallah,non-eyewitness
Jadi ceritanya jam tadi gue gbs kerumah krn akses jalan gede kekomplek itu kerendem banjir dan gue gaberani bablasin mobil lewat itu jalan kan daripada daripada yekan,non-eyewitness
GUE TAKUT PAS OTW KERJA BANJIR JUGA DIJALAN ANJIR GIMANA INI KERJANYA,non-eyewitness
Semoga yang tempatnya kena banjir cepet surut ya guys kalo ga surut surut please ngungsi dulu yah hati hati juga takut ada ular yang kebawa banjir Stay safe ,non-eyewitness
Kp Duri RT RW Duri Kosambi Cengkareng Jakarta Barat Banjir mulai menggenang pkl Wib ,non-eyewitness
Pagi pagi subuh bangun diawal ini nengok depan rumah banjir sedengkul,non-eyewitness
Ganti tahun langsung disambut banjir Warbiasah,non-eyewitness
bilangin adri banjir ke arah tmpt dia udah hampir semeter tuh klo kata tmc polda,non-eyewitness
Aku juga sama kaya gituu hujan teruus ini juga matj listrik emang biasanya banjir kah Dom manaaa kamu,non-eyewitness
Ya Allah ini jakarta mana yg banjir,non-eyewitness
Kemang IFI bekasi banjir ,non-eyewitness
KOK STORY TEMEN W PADA BANJIR SEMUA RUMAHNYA DA PA NEH,non-eyewitness
Stay safe yg kena banjir,non-eyewitness
Hujan Tak Kunjung Berhenti Desa di Bima NTB Terendam Banjir VIA ,non-eyewitness
throwback banjir ,non-eyewitness
 Terimakasih hujan awal tahun kos ku banjir ,non-eyewitness
Tujuh titik daerah di Jakarta Selatan mengalami banjir Tinggi muka air di wilayah tersebut di atas satu meter ,non-eyewitness
Warga Kompleks BPPT Meruya Jakarta Barat dilanda banjir Seorang penduduk heran karena sepanjang hidupnya baru kali ini rumahnya kebanjiran ,non-eyewitness
Enggk hanya di Jakarta aja rata Tanggerang selatan dari semalem hujan enggk berhenti emang udah langganan banjir setiap tahun nya Jakarta itu dulu nya rawa Kenapa banjir karena beton udah ada dimana enggk ada resapan untuk air dan kita semua harusnya sadar jngan buang samph,non-eyewitness
Warga Kelurahan Pengadegan Mengungsi Akibat Banjir Jumat Siang ,non-eyewitness
Banjir eh air ngantri masuk saluran di kompleks rumah di Jaktim hari ini terparah sepanjang sejarah Penduduk Jakarta yg sedang di luar kota perlu monitor kondisi rumah Selamat Tahun Baru ,non-eyewitness
Selain kawasan Jakarta Timur Jakarta Barat dan Jakarta Pusat kawasan Jakarta Utara juga kebanjiran Kawasan Kelapa Gading dilaporkan banjir ,non-eyewitness
Iyaa coba liat berita deh di beberapa wilayah jakarta udah banjir di depok juga dari semalem hujan gak berenti ,non-eyewitness
Rumah lu masi kena banjir yoo Sedi bgt ni kayak dulu gasiii ,non-eyewitness
Dimana mana sdh pada banjir ini Beh mhn doa agar saudara kita selalu dlm Lindungan ALLAH SWT,non-eyewitness
 mohon penanganannya didatangkan pompa dan team terkait saluran tidak lancar dan menyebabkan banjir Di jl flamboyan iv komplek kehakiman no sunter jaya rt rw kelurahan sunter jaya kecamatan tanjung priok jakarta utara ,non-eyewitness
 Banjir di komplek bumi bintaro permai akibat meluapnya kali pesanggrahan Mohon bantuannya segera pak ,non-eyewitness
Ada Banjir Jalan Margonda Arief Rahman Hakim Macet Banjir dilaporkan terjadi di ,non-eyewitness
Banjir Melanda Sekitar Underpass Padalarang Bupati Bandung Barat Ancam Hentikan Proyek Kereta Cepat Berita Trans lewat ,non-eyewitness
Semoga banjir segera surut pengalaman sendiri bikin paham gimana capeknya,non-eyewitness
Selamat pagi Pagi ini disambut dengan banjir di wilayah JADETABEK yang abis pesta semalam coba dicek sampah nya sudah dibuang pada tempatnya ,non-eyewitness
Berita banjir di tol cipali,non-eyewitness
Semoga yang terkena banjir airnya segera surut Stay safe ya teman teman ,non-eyewitness
Ku awali halaman tahun dengan rumah kebanjiran Thread curhat ,non-eyewitness
Pak Jakarta banjir besar sejak terakhir Di salah satu titik di kelurahan Kuningan Barat banjir sudah di atas perut orang dewasa dan masih naik Mohon lakukan sesuatu dan semangat pak ,non-eyewitness
Stalking akun yg lagi ngepost area banjir ,non-eyewitness
Jakarta banjir ya Liat ni si pak gubernur bakal bikin excuse apa lg Air ga nyerap ke tanah lah ngantri masuk gorong lah dll,non-eyewitness
 lapor banjir di Jalan Satria Jelambar Grogol Jakarta Barat RPTRA Jelambar ,non-eyewitness
Cobaan di awal tahun baru Banjir,non-eyewitness
Mantap bngt yaa harbar udah nyambut dengan banjir ,non-eyewitness
BNPB imbau semua pihak waspadai dampak susulan banjir Bengkulu ,non-eyewitness
Semoga di awal taun yg banjir dimana mana ini menjadi petanda banjir rejeki amiiin,non-eyewitness
apa gak bosan kedatangan banjir terus,non-eyewitness
Sebanyak ribu warga di Bengkulu jadi korban banjir longsor Data sementara orang tewas dan orang hilang akibat banjir di wilayah Bengkulu ,non-eyewitness
Tolong pemprov DKI palmerah jalan inspeksi banjir ini kali nya meluap sampe pemukiman warga kasian yg punya bayi,non-eyewitness
Banjir bandang Melanda Babakan Madang Bogor ,non-eyewitness
Di beberapa tempat udh banjir mb ul awet bgt hujannya sampe skrg ,non-eyewitness
Iya bersyukur bgt km g kena banjir huhu masi ujan di kota km ,non-eyewitness
Banjir verr yaampunn moga cepet surut yaa,non-eyewitness
Yaa Allah lihat update tmn kena banjir dimana Semoga hujan nya berhenti Dan banjir segera surut ,non-eyewitness
Semoga diberikan ketabahan dan smga banjir cpt surut tanpa ada susulan ,non-eyewitness
Untuk warga yang terdampak banjir Harap waspada terhadap aliran listrik ya jika belum dipadamkan dari pusat mohon matikan meteran rumah sendiri Terimakasih ,non-eyewitness
Ya ampun orang pd begadang tp aku tidur dari jam bangun bangun jam segini dapet chat dr nanyain di rmh banjir kaga Kek nothing special gt di hidup w knp si,non-eyewitness
jakarta banjir ya,non-eyewitness
disambut dgn banjir dmn mn Selamat pagi ,non-eyewitness
Ujan banjir dimana mana Untungnya lg tanggal merah ,non-eyewitness
 min boleh info kontak bantuan banjir untuk daerah tangsel minta tolong ya tks kavling setiabudi rt kreo larangan tangerang selatan ,non-eyewitness
bingung lho kudu pulang lewat mana dimana mana banjir,non-eyewitness
Ciba cek berita tuh banjir semua,non-eyewitness
 Banjir depan Sarinah ,non-eyewitness
Semoga para korban banjir selalu diberi kekuatan dan kesabaran ,non-eyewitness
temen gue di bekasi banjir nder,non-eyewitness
Hah Banjir nya tinggi gak Aku liat berita ada yang sampe sepinggang,non-eyewitness
Banjir di Stasiun Tanah Abang Januari ,non-eyewitness
Banjir di Jakarta Warga Meninggal dan Mengungsi ,non-eyewitness
Breaking News di TV One Banjir melanda jakarta Stay save ya teman yg terkena banjir baik di jakarta ataupun di wilayah lain ,non-eyewitness
daerah gang delima situ banjir kah ,non-eyewitness
 mohon info Titik banjir dimana saja yah Sy dr kelapa gading mau ke pluit village menggunakan mobil pribadi thanks,non-eyewitness
Apakah tol cipali saat ini masih banjir,non-eyewitness
Hujan deras yang melanda Pekanbaru sejak sore hingga malam hari mengakibatkan sejumlah titik ruas jalan terendam banjir Akibatnya pengendara motor kesulitan melanjutkan perjalanan Ada yang kejebak hujan ,non-eyewitness
Laporan Jkt banjir daerah kelurahan Gunung kebayoran lama foto dari teman Tolong yg tau info akses bantuan trims ,non-eyewitness
Semoga banjirnya ceper surut yaa huhuhu Stay safe kmnya ya Di rumah ku juga smlm banjir tapi ga setinggi ini ,non-eyewitness
Waspada Banjir Susulan BPBD Subang Meluncur ke Lokasi Banjir Bandang ,non-eyewitness
Hujan sepanjang malam kasian yg banjir ,non-eyewitness
Welcome jam hujan mengakibatkan banjir ,non-eyewitness
Banjir Kembali Terjang Tumbang Samba Katingan ,non-eyewitness
Page of nya Jakarta di tahun adalah banjir Semoga saudara kita yang terdampak selalu dalam lindungan Nya Aamiin ,non-eyewitness
 min di Setu Cikarang Barat banjir air sudah mulai bertamu ke rumah sejak subuh ,non-eyewitness
Hujan dari kemarin sore sampe pagi ini kalo gak banjir yaa itu bohong ,non-eyewitness
Banjir Ciliwung Pasokan Air Bersih Terhambat lewat Depok,non-eyewitness
Turut berduka bagi teman yang terdampak banjir,non-eyewitness
 banjir setengah badan d kp baru halim perdana kusuma jakarta timur ,non-eyewitness
barusan jg telp bokap gadibolehin pulang dulu karna dirumah banjir lah makin kepikiran tar klo rumahnya hanyut gimanaaa,non-eyewitness
iya kek nyaa semoga tidak banjir,non-eyewitness
Awal tahun baru dikasih kejutan banjir,non-eyewitness
Yah sedih kok malah banyak yg kena banjir semoga cepet surut,non-eyewitness
Awal tahun diawali dengan hujan seharian dan banjir dimana mana Untung hari ini libur kalo misalkan ngga Gw gimana berangkatnya dong,non-eyewitness
semangat yang rumahnya banjir aku doain cepet surut ya,non-eyewitness
Semoga malam ini banjir di Bengkulu cepat surut ,non-eyewitness
Gubernur Bengkuku Serahkan Bantuan Korban Bencana Banjir ,non-eyewitness
Semua story pertama di adalah banjir,non-eyewitness
Iye ni da d teriakin banjir sm emak w ttp ae tidur blm aje kasurnya ngambang,non-eyewitness
MAMAKU MEMBAWA KABAR BANJIR ,non-eyewitness
JADETABEK banjir nya bogor ga ikutan pantesan liat tmen ngerayain tahun baru di bogor kaget kok cerah aja njir sdangkan gua hampir gabisa balik dri naga wkwkwkw,non-eyewitness
Sambut Tahun Baru dengan banjir Tampaknya paling parah sepanjang sejarah di wilayah Jatibening Bekasi ,non-eyewitness
 Sudirman Stasiun Sudirman saat ini tidak melayani KRL karena banjir Fajri ,non-eyewitness
Pasar Cipadu hujan deras angin kencang petir Di Cipadu Trade Center tdk banjir krn dataran tinggi tp belum bisa cek apakah di masjid persis pasar cipadu krn agak rendah Update kondisi daerahmu gmn Infonya bermanfaat utk yg terjebak jalan ,non-eyewitness
KOMPAS TV Tweeted Breaking News Banjir Landa Jakarta ,non-eyewitness
Stay safe mutual ku yang kena banjir,non-eyewitness
Semoga sgera surut yg trkena banjir ,non-eyewitness
Tanjung Tabalong banjir besar Semoga bencananya cepat berlalu ,non-eyewitness
Korban Tewas Banjir Bengkulu Bertambah Jadi Orang Via ,non-eyewitness
Pintu Air Manggarai Siaga Dua Banjir ,non-eyewitness
emg sklh gapernah banjir ya ,non-eyewitness
Kompleks Bermis Kelapa Gading Jakarta Utara banjir Januari ,non-eyewitness
Banjir di Jakarta Puluhan Motor Mogok di Kampung Melayu ,non-eyewitness
 Pulo Gebang banjir cc ,non-eyewitness
Iyaya banyak yang kebanjiran Kasian tahun barunya disambut sama banjir ,non-eyewitness
 Titik di Jakarta Selatan Terendam Banjir Warga Dievakuasi Tujuh titik daerah ,non-eyewitness
Iya banyak yg banjir Semoga cepet surut yg kebanjiran ya ,non-eyewitness
Ka info dong sekarang masih banjir gak Saya hari ini kerja lewat sana Kalau emang banjir biar bisa info ke tempat kerja Makasih ka ,non-eyewitness
Banjir Bengkulu Meluas Ribu Warga Mengungsi dan Orang Meninggal ,non-eyewitness
Rumah Terendam Jiwa Terancam Solok Tanahdatar Dilanda Banjir dan Longsor Curah hujan tinggi sejak beberapa hari terakhir menyebabkan sejumlah daerah di Sumatera Barat dilanda bencana banjir dan longsor Berita selengkapnya di ,non-eyewitness
Sejumlah wilayah di DKI Jakarta terendam banjir di awal tahun Rabu ,non-eyewitness
Hujan dari sampai jadi inget yang bilang kalau mengatasi Banjir dan Macet lebih mudah jika jadi Presiden ,non-eyewitness
alhamdulilaah rumah ga banjir tapi belom pulang lagi ini,non-eyewitness
Banjir kotanya tetap bahagia warganya Selamat Tahun Baru ,non-eyewitness
Jakarta Depok Bogor Tangerang Bekasi banjir Tolong pak Anies segera ditangani termasuk yg Tol Laut Cipali Biar pembencimu terhibur ,non-eyewitness
Banjir di Kelapa Gading Jakarta Utara Semoga segera teratasi dan cepat surut kembali ,non-eyewitness
 Banjir setinggi m di Kampung Duri RT RW Duri Kosambi Cengkareng Jakarta Barat Mohon di padankan sementara karena air semakin Tinggi ,non-eyewitness
Wkwk ada bnernya jga dari semalem hujan alhamdulilah ga banjir hihi,non-eyewitness
Di komplek ku hanya dua jln yg g kena banjir termasuk rumahku kering Tp kasian yg lain kebanjiran ,non-eyewitness
Kalau daerah penyokong Jakarta aja udah banjir ya wasalam Jakarta,non-eyewitness
Tanggap Banjir dan Tanah Longsor Pemprov Bengkulu Kerahkan Penanggulangan ,non-eyewitness
Tahun baru disambut dengan banjir di jakarta Bagaimana daerahmu ,non-eyewitness
Ini hujan dri tadi malam Deres amat Curiga banjir dimana ini mah Selamat Tahun baru Buat kamu yg sudah berhasil melewati hal berat tahun lalu dan masih tetap berdiri sampai tahun ini Selamat Kalian Luar biasa ,non-eyewitness
Hujan dari sore ke pagi keinget banjir tragedi basement UOB Plaza ,non-eyewitness
Banjir dilaporkan terjadi di Kota Depok Arus lalu lintas Jalan Margonda hingga Jalan Arif Rahman Hakim menjadi macet ,non-eyewitness
Ni ujan awet yaa dr subuh kayanya ga beres beres grogol gak banjir kan ,non-eyewitness
Banjir Jakarta Luapan Ciliwung Gerak Cepat Anies Bikin Warga Bangga ,non-eyewitness
Pagi disambut dengan banjir,non-eyewitness
di mulai dengan banjir sepinggang,non-eyewitness
Semoga para korban banjir selalu diberi kekuatan dan kesabaran ,non-eyewitness
 di beberapa kecamatan perumahan mulai terendam banjir mohon siap siaga ,non-eyewitness
Memang jakarta lebih baik panas aja baru seharian ujan udah banjir dimana mana ohh i love jakarta,non-eyewitness
Tol Cikunir dan Tol Cibitung dan ditutup sementara akibat banjir ,non-eyewitness
Rabu Pagi Banjir Cm Genangi Tol Jatinegara ,non-eyewitness
Tahun baru Jakarta banjir,non-eyewitness
Tahun baru dibuka dengan banjir btw yg mau ke bsd lewat tol hindarin dulu ya tolnya takutnya banjir juga,non-eyewitness
Ikut prihatin dengan warga yang terdampak Banjir Semoga cepat surut ,non-eyewitness
Hujan awet bener rumah km pasti banjir ini mah,non-eyewitness
Hadiah banjir di pagi hari Banyak yang ngeluh kerjanya gabener di musim panas padahal di musim panas pada buang sampah di kali mungkin dia salah satunya ,non-eyewitness
Banjir di Cempaka Putih akibat gagal tanggul kali Sudahkah dan di lapangan ,non-eyewitness
Banjir Jakarta semoga cepat surut ,non-eyewitness
Semoga banjir jabotabek segera turun sobat Mari mengatur langkah ,non-eyewitness
yang di jakarta banjir semoga cepet surut,non-eyewitness
 di kebayoran baru jl Ophir di jalan sepinggang org dewasa di dalam rumah sepaha org dewasa saat ini hujan masih cukup deras ,non-eyewitness
Takut kena banjir juga abis mana mana banjir,non-eyewitness
Semoga para korban banjir diberikan ketabahan ,non-eyewitness
Banjir kiriman ituuu ini di Parung hujan dari kemarin sore Ya wajar kalo hilir bisa terdampak sih ,non-eyewitness
Semoga para korban banjir diberi ketabahan kekuatan dan semoga segera teratasi dapat beraktivitas kembali ,non-eyewitness
Tahun baru Jakarta banjir Serius nanya ges ,non-eyewitness
Banjir di Jatibening Pondok Gede Kota Bekasi Jawa Barat Indonesia ,non-eyewitness
Semoga banjirnya cepet surut Ya Allah Nggak sampe ati baca twit yg pada kejebak banjir,non-eyewitness
Nangis bacain replyan dan story orang yg jadi korban banjir dan butuh evakuasi,non-eyewitness
Walikota Depok Intruksikan Jajarannya Intensif Tangani Banjir dan Tanah Longsor ,non-eyewitness
Tadi gue liat ada yg update gading masih banjir kamu kerumah aku aja sini ngecharge hp sama pb Takut masi lama nyalanya ,non-eyewitness
Parah ya banjir dimana mana kasianmaap guys cuma bisa bantu retweet,non-eyewitness
Danau sunter sunter bagaimana kabar nya apakah banjir ,non-eyewitness
Yang kali ini diberi ujian dari Yang Maha Kuasa dengab ujian banjir semoga banjir cepat surut bisa kembali beraktivitas seperti biasanya semoga selamat tidak berkurang apapun dan diberikan kesabaran Aamiin ,non-eyewitness
Berharap bgt kantor banjir viar libur lagi,non-eyewitness
Btw yang sedang kena musibah banjir semoga airnya cepet surut dan keadaan lekas membaik Doaku dari sini,non-eyewitness
Oh beda sama daerahku brarti Eh yaampun kamu kena banjir juga ,non-eyewitness
Buset dari semalem trending to masih Villa Nusa Indah banjir stay safe teman teman ,non-eyewitness
tiati nah w takut kalo makin sering ujan jd kena banjir juga,non-eyewitness
Aamiin Allahumma Aamiin teruntuk khususnya saudara kita yang tertimpa musibah banjir,non-eyewitness
Stasiun depok banjir Gak sampe ke rel kan ,non-eyewitness
Banjir Jakarta Sejumlah Pintu Air Masih Siaga ,non-eyewitness
Mari saling mendoakan semoga banjir ini segera selesaii Ciledug tinggi airnya masih meter lebih gada listrik gada akses isolated ,non-eyewitness
Liat yg korban banjir d berbagai sumber trenyuh huhu cepet surut cepet pulih,non-eyewitness
Ikut prihatin semoga kawasan terdampak banjir di Bandung bs segera dievakuasi Fyi Pak ,non-eyewitness
